
SET LINE 55
SET PAGES 30000
COLUMN RTN_NET FORMAT 99,99,999.99

COMPUTE COUNT OF RTN_NO ON REPORT
---COMPUTE SUM OF RTN_NET ON REPORT
COMPUTE MAX OF RTN_NET ON FL_MVH
COMPUTE COUNT OF RTN_NO ON FL_MVH
BREAK ON REPORT ON FL_MVH


TTITLE center 'Depot:'&&SC_CD', Return Bill' SKIP2

SPOOL ON

SELECT SC_CD, FL_MVH, FP_ID, BILL_NO, RTN_NO, RTN_DT,RSN_NO, SALE_CD, RTN_NET 
	FROM SCENT.RTN_MAS 
	WHERE SC_CD='&&SC_CD' 
	AND RTN_DT BETWEEN '&DATE1' AND '&DATE2'
	AND CANCL IS NULL 
	ORDER BY FL_MVH, RTN_NO
/

 
SPOOL OFF

ED ON.LST

===============================


old   3: 	WHERE SC_CD='&&SC_CD'
new   3: 	WHERE SC_CD='11'
Enter value for date1: 01JAN25
Enter value for date2: 31JAN25
old   4: 	AND RTN_DT BETWEEN '&DATE1' AND '&DATE2'
new   4: 	AND RTN_DT BETWEEN '01JAN25' AND '31JAN25'

                 Depot:11, Return Bill                 
                                                       
SC F FP_ID BILL_NO RTN_NO RTN_DT    R SA       RTN_NET 
-- - ----- ------- ------ --------- - -- ------------- 
11 1 26879 1520193 278047 03-JAN-25 4 WM      7,960.22 
11   05S49 1522803 278282 12-JAN-25 $ WM      3,466.87 
11   22116 1520851 278283 12-JAN-25 7 WM        295.80 
11   20611 1519517 278284 12-JAN-25 7 WM      5,273.74 
11   20611 1519518 278285 12-JAN-25 7 WM      2,882.32 
11   20508 1521794 278286 12-JAN-25 7 WM        756.80 
11   20793 1520553 278287 12-JAN-25 7 WM        381.61 
11   05S49 1523216 278288 13-JAN-25 $ WM      5,840.60 
11   21267 1523277 278292 13-JAN-25 7 WM        414.72 
11   21497 1523303 278293 13-JAN-25 7 WM      1,315.10 
11   22970 1520858 278294 13-JAN-25 4 IC     13,149.19 
11   22970 1521118 278295 13-JAN-25 4 WM        686.08 
11   05137 1523041 278296 13-JAN-25 7 WM        385.88 
11   22512 1523163 278297 13-JAN-25 $ WM      5,145.20 
11   28578 1523069 278298 13-JAN-25 $ WM      5,574.43 
11   21906 1523231 278299 13-JAN-25 $ RC        916.10 
11   26687 1521858 278300 13-JAN-25 7 RC        349.10 
11   21906 1523232 278301 13-JAN-25 4 WM        257.55 
11   21906 1523214 278302 13-JAN-25 7 WO        454.13 
11   22027 1522346 278303 13-JAN-25 4 WM        309.58 
11   22116 1522899 278304 13-JAN-25 7 WM     17,232.23 
11   20793 1523215 278305 13-JAN-25 $ WM      3,600.00 
11   28578 1522800 278306 13-JAN-25 4 WM        171.50 
11   05207 1523147 278307 13-JAN-25 $ WO      1,237.71 
11   07137 1523299 278308 13-JAN-25 $ WM        172.02 
11   21497 1523299 278309 13-JAN-25 $ WM      2,894.09 
11   28578 1523170 278310 13-JAN-25 4 WM        566.55 
11   28578 1522851 278311 13-JAN-25 $ WM      7,847.73 
11   05S49 1523233 278313 13-JAN-25 $ WM      5,104.49 
11   02FT8 1523676 278314 14-JAN-25 7 WO        571.50 
11   02Q68 1523695 278315 14-JAN-25 4 RC        436.75 
11   02Q68 1523694 278316 14-JAN-25 4 WM      1,128.79 
11   26384 1523653 278317 14-JAN-25 4 RC        489.40 
11   50026 1523653 278318 14-JAN-25 4 RC        245.22 
11   27585 1519516 278319 14-JAN-25 7 IC      5,233.10 
11   27585 1522507 278320 14-JAN-25 7 IC      6,279.72 
11   02MK2 1520324 278321 14-JAN-25 7 WM      7,159.09 
11   27585 1523505 278322 14-JAN-25 7 WO        519.01 
11   21646 1523497 278323 14-JAN-25 $ WO      2,700.00 
11   21646 1523593 278324 14-JAN-25 4 WO        389.26 
11   20611 1520835 278325 14-JAN-25 7 WM      9,230.19 
11   21666 1523587 278326 14-JAN-25 4 WO      2,448.02 
11   02Q72 1522486 278327 14-JAN-25 7 WO      1,085.93 
11   26879 1519977 278328 14-JAN-25 4 WM        643.14 
11   27517 1519760 278329 14-JAN-25 7 WM      3,002.30 
11   27517 1522509 278330 14-JAN-25 7 WM        206.00 
11   21666 1522402 278331 14-JAN-25 7 WM      1,221.95 
11   21497 1523300 278332 14-JAN-25 7 WM      1,286.25 
11   07137 1523300 278333 14-JAN-25 7 WM      1,421.65 
11   05418 1522616 278334 14-JAN-25 A WM        317.30 
11   26688 1522617 278335 14-JAN-25 A WM        128.63 
11   05418 1522617 278336 14-JAN-25 4 WM        360.14 
11   26688 1522650 278337 14-JAN-25 A WM        857.58 
11   02FT8 1519633 278338 14-JAN-25 4 WM      1,422.45 
11   05S49 1523885 278343 15-JAN-25 $ WM      3,266.39 
11   05S49 1523251 278344 15-JAN-25 $ WM      3,444.60 
11   21258 1523756 278345 15-JAN-25 $ WM      1,042.39 
11   22516 1523756 278346 15-JAN-25 $ WM      9,099.48 
11   20793 1523738 278347 15-JAN-25 $ WM      2,042.03 
11   21906 1523738 278348 15-JAN-25 $ WM      3,447.14 
11   05S49 1523081 278349 15-JAN-25 $ WO      2,739.51 
11   28578 1523726 278350 15-JAN-25 $ WO      2,153.92 
11   05S49 1523886 278351 15-JAN-25 $ WM      3,516.35 
11   05S49 1523943 278352 15-JAN-25 $ WM      3,107.11 
11   20793 1523136 278353 15-JAN-25 $ WM      2,167.74 
11   21906 1523136 278354 15-JAN-25 $ WM      3,486.04 
11   50091 1523806 278355 15-JAN-25 4 RC        497.32 
11   26687 1522810 278356 15-JAN-25 7 WM      1,887.70 
11   05S49 1523072 278357 15-JAN-25 $ WO      1,002.76 
11   05X38 1523800 278358 15-JAN-25 4 WM      2,101.60 
11   20123 1523895 278359 15-JAN-25 4 WM      6,532.91 
11   20508 1523895 278360 15-JAN-25 4 WM      2,638.41 
11   26687 1523953 278361 15-JAN-25 $ WO      1,362.39 
11   22026 1519896 278362 15-JAN-25 4 WM        686.00 
11   50026 1523654 278363 15-JAN-25 4 WM        420.32 
11   22516 1523957 278364 15-JAN-25 $ WO      1,238.14 
11   21258 1523956 278365 15-JAN-25 $ RC        732.96 
11   22516 1523956 278366 15-JAN-25 $ RC         61.08 
11   22516 1522955 278367 15-JAN-25 $ WO      2,011.15 
11   22516 1522555 278368 15-JAN-25 7 WM        385.89 
11   21258 1520064 278369 15-JAN-25 7 WM        720.37 
11   21738 1524084 278370 15-JAN-25 4 WM        686.80 
11   22516 1523750 278371 15-JAN-25 $ RC        880.03 
11   50091 1523811 278372 15-JAN-25 $ WO      1,140.24 
11   07137 1524016 278373 15-JAN-25 4 WM        428.80 
11   21497 1524019 278374 15-JAN-25 4 WO        363.30 
11   21258 1523759 278375 15-JAN-25 $ WM      1,260.86 
11   22516 1523759 278376 15-JAN-25 $ WM      2,006.57 
11   05S49 1522838 278377 15-JAN-25 7 WM      5,716.24 
11   21799 1523330 278378 15-JAN-25 4 WO        467.11 
11   20123 1522929 278379 15-JAN-25 7 WM      4,561.92 
11   20123 1522927 278382 16-JAN-25 3 WM        660.00 
11   20508 1522927 278383 16-JAN-25 3 WM      2,446.64 
11   22116 1522898 278384 16-JAN-25 7 WM      7,618.46 
11   27517 1523479 278385 16-JAN-25 7 WO        139.60 
11   27517 1523478 278386 16-JAN-25 7 WM        445.91 
11   05207 1522203 278387 16-JAN-25 7 WM      2,250.95 
11   22512 1523162 278388 16-JAN-25 4 WO      1,283.17 
11   02YS8 1524991 278397 18-JAN-25 7 WM      2,024.10 
11   21258 1523958 278398 18-JAN-25 $ WM        586.62 
11   22516 1523958 278399 18-JAN-25 $ WM      3,400.16 
11   05X38 1524868 278400 18-JAN-25 $ WM      3,728.53 
11   05X38 1524865 278401 18-JAN-25 4 RC        905.10 
11   02Q72 1520078 278402 18-JAN-25 4 WM      6,531.56 
11   50026 1524354 278403 18-JAN-25 7 WM        420.32 
11   50091 1524613 278404 18-JAN-25 4 WO      2,570.28 
11   26879 1523527 278405 18-JAN-25 4 WO      2,384.08 
11   50091 1524617 278406 18-JAN-25 4 WO      1,791.46 
11   02Q72 1520077 278407 18-JAN-25 4 WM      3,722.85 
11   02Q72 1521503 278408 18-JAN-25 4 WM      9,263.17 
11   26879 1521589 278410 18-JAN-25 7 WM      5,665.50 
11   02Q72 1523472 278411 18-JAN-25 4 WM      2,575.50 
11   05418 1523583 278412 18-JAN-25 7 WM        566.55 
11   27517 1524423 278413 18-JAN-25 $ WO      1,384.10 
11   50091 1524616 278414 18-JAN-25 $ WO      1,254.31 
11   02Q72 1524499 278415 18-JAN-25 4 WO         76.12 
11   02Q72 1524628 278416 18-JAN-25 7 WM        488.78 
11   02Q72 1524502 278417 18-JAN-25 $ RC        637.68 
11   06928 1524458 278418 18-JAN-25 4 WM      2,580.05 
11   22083 1524458 278419 18-JAN-25 4 WM      2,735.52 
11   20123 1524531 278420 18-JAN-25 4 WO      1,714.50 
11   26648 1524695 278421 18-JAN-25 4 WM      3,399.24 
11   21646 1524603 278422 18-JAN-25 4 WM      3,991.88 
11   22415 1524765 278423 18-JAN-25 4 WM        129.48 
11   02455 1524749 278424 18-JAN-25 $ WM      6,908.32 
11   21678 1524749 278425 18-JAN-25 $ WM      1,498.10 
11   06834 1521189 278426 18-JAN-25 4 WM        343.00 
11   07F18 1523265 278427 18-JAN-25 4 WS        927.26 
11   21906 1524843 278428 18-JAN-25 7 WM        566.55 
11   05X38 1524874 278429 18-JAN-25 4 WM        171.50 
11   21720 1524731 278430 18-JAN-25 4 WM        497.40 
11   05S49 1524921 278431 18-JAN-25 $ WM      3,305.59 
